,timestamp,host,host_ip,ping_size,time,ttl,min,avg,max,stddev
234,2024-03-31 14:00:36,www.upbit.com,104.17.186.185,64,7.266,52,7.266,7.266,7.266,
235,2024-03-31 14:00:36,api.bitflyer.com,104.76.93.43,64,7.043,51,7.043,7.043,7.043,0.0
236,2024-03-31 14:00:36,api.upbit.com,13.125.5.38,64,7.647,238,7.647,7.647,7.647,
237,2024-03-31 14:00:36,www.bithumb.com,23.43.165.80,64,5.76,51,5.76,5.76,5.76,0.0
238,2024-03-31 14:00:36,api.bithumb.com,23.51.28.123,64,6.124,54,6.124,6.124,6.124,
239,2024-03-31 14:00:36,api.binance.com,52.84.252.75,64,5.327,244,5.327,5.327,5.327,0.0
240,2024-03-31 14:00:37,api.bitflyer.com,104.76.93.43,64,7.548,51,7.548,7.548,7.548,0.0
241,2024-03-31 14:00:37,www.upbit.com,104.17.186.185,64,8.321,52,8.321,8.321,8.321,0.0
242,2024-03-31 14:00:37,api.upbit.com,13.125.5.38,64,6.441,238,6.441,6.441,6.441,
243,2024-03-31 14:00:38,www.bithumb.com,23.43.165.80,64,5.241,51,5.241,5.241,5.241,0.0
244,2024-03-31 14:00:38,api.binance.com,52.84.252.75,64,6.031,244,6.031,6.031,6.031,0.0
245,2024-03-31 14:00:38,api.bithumb.com,23.51.28.123,64,4.93,54,4.93,4.93,4.93,
246,2024-03-31 14:00:39,api.upbit.com,13.125.5.38,64,7.13,238,7.13,7.13,7.13,0.0
247,2024-03-31 14:00:39,api.bitflyer.com,104.76.93.43,64,8.007,51,8.007,8.007,8.007,0.0
248,2024-03-31 14:00:39,www.upbit.com,104.17.186.185,64,7.028,52,7.028,7.028,7.028,
249,2024-03-31 14:00:39,www.bithumb.com,23.43.165.80,64,6.533,51,6.533,6.533,6.533,
250,2024-03-31 14:00:39,api.bithumb.com,23.51.28.123,64,6.209,54,6.209,6.209,6.209,
251,2024-03-31 14:00:39,api.binance.com,52.84.252.75,64,6.074,244,6.074,6.074,6.074,0.0
252,2024-03-31 14:00:40,api.upbit.com,13.125.5.38,64,7.305,238,7.305,7.305,7.305,
253,2024-03-31 14:00:40,www.upbit.com,104.17.186.185,64,8.719,52,8.719,8.719,8.719,
